sketch,output,flag,username,timestamp
"{""background"": ""flagged\\sketch\\421ba8515024eee4bcee\\background.png"", ""layers"": [""flagged\\sketch\\391c8a2f6ed49da4b95e\\layer_0.png""], ""composite"": ""flagged\\sketch\\571061dc349e4ba9b2a2\\composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",,,2024-06-19 11:38:28.413336
