model-1718283617,1718283623.036,0.67,0.2186,0.71,0.1974
model-1718283617,1718283623.062,0.7,0.1972,0.67,0.1978
model-1718283617,1718283623.087,0.68,0.2148,0.61,0.2237
model-1718283617,1718283623.111,0.66,0.2089,0.72,0.196
model-1718283617,1718283623.135,0.61,0.2305,0.69,0.2011
model-1718283617,1718283623.159,0.6,0.2187,0.64,0.2302
model-1718283617,1718283623.186,0.69,0.2071,0.63,0.2253
model-1718283617,1718283623.21,0.68,0.2151,0.62,0.2294
model-1718283617,1718283623.233,0.68,0.2208,0.64,0.2074
model-1718283617,1718283623.257,0.63,0.2215,0.67,0.2086
model-1718283617,1718283623.281,0.65,0.2244,0.58,0.2329
model-1718283617,1718283623.307,0.64,0.229,0.63,0.2248
model-1718283617,1718283623.331,0.64,0.2158,0.57,0.2447
model-1718283617,1718283623.355,0.65,0.2234,0.69,0.2075
model-1718283617,1718283623.38,0.68,0.2189,0.66,0.2317
model-1718283617,1718283623.403,0.64,0.2261,0.69,0.2098
model-1718283617,1718283623.429,0.72,0.204,0.68,0.2071
model-1718283617,1718283623.454,0.6,0.2295,0.68,0.2041
model-1718283617,1718283623.478,0.65,0.2218,0.64,0.2173
model-1718283617,1718283623.502,0.52,0.2498,0.61,0.2346
model-1718283617,1718283623.526,0.64,0.2118,0.63,0.2231
model-1718283617,1718283623.553,0.67,0.2074,0.66,0.206
model-1718283617,1718283623.577,0.63,0.2229,0.62,0.2052
model-1718283617,1718283623.601,0.61,0.2139,0.64,0.2289
model-1718283617,1718283623.625,0.64,0.2223,0.66,0.2047
model-1718283617,1718283623.649,0.6,0.2319,0.72,0.195
model-1718283617,1718283623.67,0.69,0.2009,0.65,0.2075
model-1718283617,1718283623.697,0.69,0.2139,0.71,0.1985
model-1718283617,1718283623.722,0.56,0.2563,0.67,0.1962
model-1718283617,1718283623.746,0.66,0.213,0.67,0.2005
model-1718283617,1718283623.77,0.7,0.1998,0.72,0.1959
model-1718283617,1718283623.794,0.58,0.2331,0.66,0.2168
model-1718283617,1718283623.821,0.71,0.1955,0.73,0.2036
model-1718283617,1718283623.845,0.66,0.2073,0.66,0.2135
model-1718283617,1718283623.869,0.61,0.2335,0.67,0.2162
model-1718283617,1718283623.894,0.72,0.2036,0.7,0.2042
model-1718283617,1718283623.918,0.69,0.2042,0.7,0.2038
model-1718283617,1718283623.944,0.7,0.1865,0.71,0.1949
model-1718283617,1718283623.968,0.66,0.2206,0.69,0.2072
model-1718283617,1718283623.992,0.67,0.2202,0.64,0.2127
model-1718283617,1718283624.016,0.55,0.2525,0.62,0.2293
model-1718283617,1718283624.04,0.64,0.214,0.65,0.2108
model-1718283617,1718283624.066,0.64,0.214,0.66,0.2167
model-1718283617,1718283624.091,0.58,0.2285,0.62,0.2137
model-1718283617,1718283624.115,0.66,0.2081,0.73,0.1806
model-1718283617,1718283624.139,0.71,0.1885,0.74,0.1957
model-1718283617,1718283624.163,0.7,0.2156,0.68,0.2078
model-1718283617,1718283624.19,0.61,0.2236,0.63,0.2062
model-1718283617,1718283624.214,0.74,0.1843,0.65,0.2033
model-1718283617,1718283624.237,0.62,0.2149,0.75,0.1803
model-1718283617,1718283624.261,0.6,0.2205,0.68,0.2122
model-1718283617,1718283624.285,0.67,0.2024,0.72,0.1953
model-1718283617,1718283624.311,0.67,0.2131,0.76,0.1805
model-1718283617,1718283624.335,0.71,0.1761,0.77,0.176
model-1718283617,1718283624.359,0.58,0.2338,0.76,0.1767
model-1718283617,1718283624.383,0.7,0.205,0.67,0.2002
model-1718283617,1718283624.406,0.66,0.2041,0.77,0.1885
model-1718283617,1718283624.433,0.64,0.2023,0.74,0.1964
model-1718283617,1718283624.457,0.67,0.2038,0.7,0.2105
model-1718283617,1718283624.481,0.65,0.2084,0.67,0.2128
model-1718283617,1718283624.505,0.77,0.187,0.66,0.2143
model-1718283617,1718283624.53,0.69,0.1912,0.7,0.2076
model-1718283617,1718283624.559,0.63,0.2248,0.72,0.1924
model-1718283617,1718283624.587,0.75,0.1704,0.76,0.1713
model-1718283617,1718283624.613,0.76,0.1886,0.67,0.2126
model-1718283617,1718283624.638,0.69,0.2087,0.68,0.2249
model-1718283617,1718283624.665,0.68,0.2113,0.73,0.179
model-1718283617,1718283624.691,0.59,0.2355,0.71,0.1823
model-1718283617,1718283624.718,0.65,0.207,0.67,0.2112
model-1718283617,1718283624.743,0.69,0.214,0.69,0.1845
model-1718283617,1718283624.766,0.63,0.2091,0.62,0.2276
model-1718283617,1718283624.794,0.72,0.2003,0.62,0.221
model-1718283617,1718283624.818,0.71,0.19,0.69,0.1826
model-1718283617,1718283624.841,0.59,0.2299,0.69,0.2092
model-1718283617,1718283624.864,0.75,0.1661,0.7,0.1877
model-1718283617,1718283624.885,0.71,0.1962,0.64,0.2157
model-1718283617,1718283624.917,0.66,0.2024,0.76,0.1787
model-1718283617,1718283624.94,0.65,0.2152,0.6,0.246
model-1718283617,1718283624.964,0.75,0.1872,0.69,0.1979
model-1718283617,1718283624.989,0.63,0.252,0.72,0.1725
model-1718283617,1718283625.013,0.63,0.2213,0.63,0.2223
model-1718283617,1718283625.039,0.72,0.1903,0.64,0.1989
model-1718283617,1718283625.063,0.68,0.2002,0.67,0.2009
model-1718283617,1718283625.088,0.64,0.2191,0.61,0.225
model-1718283617,1718283625.108,0.58,0.2246,0.74,0.2027
model-1718283617,1718283625.136,0.66,0.2134,0.58,0.2272
model-1718283617,1718283625.163,0.66,0.2093,0.69,0.1824
model-1718283617,1718283625.187,0.65,0.222,0.73,0.2018
model-1718283617,1718283625.211,0.75,0.1932,0.76,0.1864
model-1718283617,1718283625.234,0.63,0.2181,0.71,0.194
model-1718283617,1718283625.259,0.77,0.1827,0.7,0.1958
model-1718283617,1718283625.286,0.69,0.2108,0.69,0.1941
model-1718283617,1718283625.31,0.67,0.2072,0.58,0.2387
model-1718283617,1718283625.333,0.71,0.1967,0.65,0.2209
model-1718283617,1718283625.357,0.83,0.162,0.72,0.1903
model-1718283617,1718283625.381,0.68,0.2178,0.66,0.2031
model-1718283617,1718283625.407,0.78,0.1743,0.78,0.1611
model-1718283617,1718283625.431,0.62,0.2258,0.63,0.2125
model-1718283617,1718283625.456,0.76,0.1788,0.65,0.2163
model-1718283617,1718283625.48,0.7,0.1984,0.66,0.2081
model-1718283617,1718283625.504,0.76,0.1645,0.67,0.2164
model-1718283617,1718283625.531,0.7,0.1932,0.6,0.2571
model-1718283617,1718283625.554,0.61,0.2306,0.66,0.2077
model-1718283617,1718283625.578,0.7,0.2068,0.71,0.1868
model-1718283617,1718283625.602,0.69,0.1883,0.63,0.2093
model-1718283617,1718283625.626,0.69,0.2027,0.78,0.1607
model-1718283617,1718283625.653,0.71,0.1805,0.71,0.2022
model-1718283617,1718283625.677,0.65,0.2042,0.71,0.2003
model-1718283617,1718283625.702,0.72,0.1894,0.68,0.1995
model-1718283617,1718283625.726,0.71,0.1909,0.62,0.2128
model-1718283617,1718283625.749,0.7,0.2108,0.74,0.1847
model-1718283617,1718283625.776,0.68,0.205,0.73,0.1579
model-1718283617,1718283625.799,0.74,0.1782,0.7,0.1884
model-1718283617,1718283625.823,0.64,0.2233,0.76,0.1666
model-1718283617,1718283625.848,0.68,0.203,0.72,0.1845
model-1718283617,1718283625.871,0.7,0.2033,0.73,0.1903
model-1718283617,1718283625.898,0.8,0.1614,0.78,0.1612
model-1718283617,1718283625.922,0.74,0.1795,0.66,0.201
model-1718283617,1718283625.946,0.71,0.2025,0.75,0.1702
model-1718283617,1718283625.969,0.67,0.203,0.72,0.1936
model-1718283617,1718283625.993,0.68,0.1965,0.73,0.1808
model-1718283617,1718283626.021,0.76,0.1731,0.73,0.1664
model-1718283617,1718283626.046,0.67,0.2127,0.78,0.1657
model-1718283617,1718283626.069,0.58,0.2303,0.74,0.1753
model-1718283617,1718283626.094,0.71,0.1833,0.79,0.1602
model-1718283617,1718283626.119,0.73,0.1806,0.72,0.1936
model-1718283617,1718283626.145,0.76,0.1632,0.72,0.1835
model-1718283617,1718283626.168,0.71,0.1769,0.72,0.189
model-1718283617,1718283626.192,0.72,0.1859,0.65,0.2263
model-1718283617,1718283626.216,0.77,0.1625,0.63,0.2315
model-1718283617,1718283626.24,0.64,0.22,0.73,0.1744
model-1718283617,1718283626.267,0.69,0.2113,0.67,0.2098
model-1718283617,1718283626.291,0.77,0.1697,0.67,0.197
model-1718283617,1718283626.315,0.78,0.1706,0.82,0.1512
model-1718283617,1718283626.339,0.72,0.2043,0.75,0.1919
model-1718283617,1718283626.363,0.72,0.2018,0.62,0.2183
model-1718283617,1718283626.39,0.78,0.171,0.73,0.192
model-1718283617,1718283626.414,0.59,0.2228,0.68,0.1942
model-1718283617,1718283626.438,0.65,0.2213,0.75,0.1627
model-1718283617,1718283626.462,0.77,0.1595,0.73,0.1831
model-1718283617,1718283626.486,0.73,0.1952,0.7,0.1952
model-1718283617,1718283626.512,0.67,0.2262,0.7,0.1945
model-1718283617,1718283626.535,0.77,0.1702,0.71,0.1887
model-1718283617,1718283626.559,0.65,0.2121,0.67,0.2105
model-1718283617,1718283626.583,0.7,0.1991,0.73,0.1878
model-1718283617,1718283626.607,0.69,0.1919,0.74,0.1947
model-1718283617,1718283626.632,0.76,0.1962,0.68,0.1921
model-1718283617,1718283626.656,0.77,0.1669,0.72,0.1878
model-1718283617,1718283626.68,0.74,0.1826,0.68,0.2155
model-1718283617,1718283626.705,0.67,0.2019,0.73,0.1659
model-1718283617,1718283626.729,0.71,0.1999,0.63,0.2097
model-1718283617,1718283626.755,0.69,0.1876,0.72,0.1864
model-1718283617,1718283626.779,0.64,0.209,0.8,0.1535
model-1718283617,1718283626.802,0.69,0.2157,0.76,0.1567
model-1718283617,1718283626.826,0.61,0.2292,0.75,0.1755
model-1718283617,1718283626.85,0.71,0.1915,0.81,0.1642
model-1718283617,1718283626.877,0.73,0.1878,0.68,0.201
model-1718283617,1718283626.9,0.69,0.2043,0.72,0.1797
model-1718283617,1718283626.924,0.68,0.196,0.73,0.1861
model-1718283617,1718283626.949,0.75,0.1772,0.78,0.1717
model-1718283617,1718283626.972,0.75,0.1693,0.83,0.1506
model-1718283617,1718283626.999,0.71,0.1794,0.73,0.1848
model-1718283617,1718283627.023,0.71,0.1833,0.74,0.1839
model-1718283617,1718283627.047,0.68,0.2144,0.72,0.1822
model-1718283617,1718283627.071,0.76,0.1833,0.74,0.1926
model-1718283617,1718283627.097,0.8,0.1698,0.65,0.2056
model-1718283617,1718283627.124,0.6,0.2439,0.78,0.1517
model-1718283617,1718283627.148,0.72,0.1856,0.68,0.209
model-1718283617,1718283627.172,0.74,0.1746,0.78,0.1588
model-1718283617,1718283627.196,0.75,0.1697,0.67,0.2326
model-1718283617,1718283627.221,0.71,0.1846,0.71,0.1903
model-1718283617,1718283627.249,0.72,0.1879,0.63,0.2308
model-1718283617,1718283627.273,0.66,0.1955,0.63,0.2223
model-1718283617,1718283627.298,0.71,0.1824,0.75,0.1652
model-1718283617,1718283627.322,0.7,0.1899,0.76,0.1703
model-1718283617,1718283627.345,0.7,0.173,0.76,0.179
model-1718283617,1718283627.371,0.67,0.2138,0.73,0.1898
model-1718283617,1718283627.395,0.78,0.1572,0.74,0.1827
model-1718283617,1718283627.419,0.76,0.1606,0.75,0.1745
model-1718283617,1718283627.441,0.71,0.1929,0.76,0.1765
model-1718283617,1718283627.466,0.72,0.1742,0.73,0.1761
model-1718283617,1718283627.494,0.75,0.172,0.67,0.2191
model-1718283617,1718283627.519,0.74,0.1716,0.76,0.1658
model-1718283617,1718283627.543,0.7,0.2032,0.69,0.1951
model-1718283617,1718283627.566,0.72,0.1819,0.67,0.211
model-1718283617,1718283627.59,0.73,0.1949,0.78,0.1781
model-1718283617,1718283627.617,0.67,0.1973,0.78,0.1779
model-1718283617,1718283627.641,0.78,0.151,0.74,0.16
model-1718283617,1718283627.665,0.75,0.1918,0.72,0.2068
model-1718283617,1718283627.689,0.73,0.2002,0.73,0.1739
model-1718283617,1718283627.713,0.72,0.173,0.69,0.1833
model-1718283617,1718283627.738,0.78,0.1594,0.69,0.2117
model-1718283617,1718283627.762,0.76,0.1703,0.71,0.1945
model-1718283617,1718283627.786,0.72,0.1801,0.79,0.1661
model-1718283617,1718283627.81,0.74,0.1673,0.81,0.1551
model-1718283617,1718283627.833,0.77,0.1739,0.73,0.1991
model-1718283617,1718283627.859,0.67,0.2096,0.68,0.1829
model-1718283617,1718283627.884,0.75,0.1825,0.7,0.1974
model-1718283617,1718283627.907,0.73,0.1809,0.71,0.1907
model-1718283617,1718283627.932,0.77,0.1598,0.77,0.1751
model-1718283617,1718283627.956,0.74,0.1825,0.77,0.1828
model-1718283617,1718283627.982,0.69,0.1853,0.73,0.1861
model-1718283617,1718283628.006,0.78,0.1599,0.77,0.1767
model-1718283617,1718283628.03,0.76,0.1844,0.73,0.1653
model-1718283617,1718283628.046,0.69,0.1956,0.74,0.1737
model-1718283617,1718283628.078,0.68,0.1895,0.76,0.1628
model-1718283617,1718283628.104,0.66,0.2046,0.79,0.1494
model-1718283617,1718283628.128,0.8,0.1559,0.72,0.1816
model-1718283617,1718283628.146,0.75,0.1769,0.8,0.1412
model-1718283617,1718283628.177,0.71,0.1846,0.76,0.1659
model-1718283617,1718283628.2,0.73,0.1856,0.69,0.1917
model-1718283617,1718283628.226,0.65,0.1955,0.78,0.1632
model-1718283617,1718283628.246,0.74,0.1822,0.68,0.2022
model-1718283617,1718283628.274,0.77,0.1645,0.75,0.1748
model-1718283617,1718283628.297,0.8,0.1403,0.78,0.1479
model-1718283617,1718283628.32,0.78,0.1565,0.82,0.1595
model-1718283617,1718283628.348,0.73,0.1742,0.7,0.1832
model-1718283617,1718283628.372,0.77,0.1656,0.74,0.1865
model-1718283617,1718283628.396,0.77,0.1727,0.77,0.1603
model-1718283617,1718283628.42,0.63,0.2216,0.72,0.1856
model-1718283617,1718283628.444,0.71,0.182,0.76,0.165
model-1718283617,1718283628.47,0.68,0.2001,0.81,0.1507
model-1718283617,1718283628.494,0.74,0.1633,0.68,0.2111
model-1718283617,1718283628.518,0.68,0.2205,0.71,0.1827
model-1718283617,1718283628.541,0.73,0.1963,0.77,0.1624
model-1718283617,1718283628.565,0.69,0.2215,0.71,0.1832
model-1718283617,1718283628.592,0.68,0.1977,0.74,0.1825
model-1718283617,1718283628.616,0.72,0.1823,0.69,0.1992
model-1718283617,1718283628.639,0.8,0.1552,0.71,0.1832
model-1718283617,1718283628.664,0.7,0.1791,0.79,0.1502
model-1718283617,1718283628.688,0.79,0.1692,0.74,0.1777
model-1718283617,1718283628.714,0.76,0.1707,0.78,0.1632
model-1718283617,1718283628.737,0.69,0.1885,0.76,0.1795
model-1718283617,1718283628.761,0.78,0.1798,0.79,0.1408
model-1718283617,1718283628.785,0.64,0.2171,0.82,0.152
model-1718283617,1718283628.809,0.77,0.1645,0.74,0.1748
model-1718283617,1718283628.835,0.74,0.1701,0.64,0.2077
model-1718283617,1718283628.859,0.77,0.1442,0.75,0.1773
model-1718283617,1718283628.883,0.73,0.1793,0.8,0.158
model-1718283617,1718283628.906,0.79,0.1691,0.72,0.1724
model-1718283617,1718283628.93,0.67,0.182,0.69,0.2036
model-1718283617,1718283628.957,0.79,0.1643,0.73,0.1813
